t	1.2387467553458264E-5
slater	5.356424553883117E-7
s	1.4933240761759856E-5
r	1.3352801209322915E-5
q	8.549677653313438E-6
isak	7.063416994131584E-8
p	8.423124765501914E-6
slates	3.246228726886307E-6
safeguard	2.1101958269968104E-6
pertained	1.7364233443906809E-7
z	2.3839032355194095E-7
y	5.150408224887613E-7
muir	5.621302691163052E-7
unevenly	1.5892688236796064E-7
x	2.1867161777665694E-6
holster	4.6206519503277445E-7
consumption	1.6410672149699045E-5
rolodex	7.946344118398032E-8
injecting	1.3655939521987728E-6
helki	1.383252494684102E-7
everly	1.677561536106251E-7
kerri	1.5009761112529615E-7
copulating	1.0889434532619525E-7
jurisdictional	3.149106743216998E-7
michaels	3.2668303597858575E-7
muds	9.679824372374492E-6
kerry	1.1695841306116214E-5
dozens	3.5367117507699685E-5
multiphasic	8.82927124266448E-8
advises	5.974473540869631E-6
nonperishable	1.2360979739730272E-7
adviser	1.182533728434196E-5
much	9.385103298294351E-4
timid	7.946344118398032E-7
relics	1.3449923192992225E-6
theatricality	1.8541469609595407E-7
muck	5.179839129029828E-7
garret	8.82927124266448E-8
fewer	3.027851418151072E-5
update	8.55556383414188E-6
small-town	1.1124881765757245E-6
suspicions	3.4699035983671407E-6
trifecta	8.82927124266448E-8
workfare	1.0889434532619525E-7
shenandoah	4.1203265799100903E-7
helms	3.107903477417897E-6
quietness	1.5892688236796064E-7
elmore	2.14845600238169E-7
re-emerged	9.123580284086629E-8
four-wheel	1.0271385545633012E-6
insurgency	2.2808950710216574E-6
injection	3.8377899001448275E-6
heart-shaped	4.0320338674834457E-7
brittle	7.710896885260313E-7
minimize	8.234766978991737E-6
hello	5.285790383941802E-6
convoy	1.7717404293613389E-6
hells	4.752208091843445E-5
hormonal	9.888783791784218E-7
beatty	1.8541469609595407E-7
pitying	4.8296113697374704E-6
suspicious	7.460734200051485E-6
vann	1.1772361656885973E-7
half-billion	1.265528878115242E-7
glade	7.946344118398032E-8
reconfigured	2.2661796189505497E-7
vans	1.2125532506592551E-6
naacp	1.7952851526751108E-6
visually	6.7632217718809915E-6
ascends	9.918214695926432E-7
discrepancy	3.1844238281876555E-6
pulverized	6.769107952709434E-8
vicissitudes	6.415937103002855E-7
panola	6.769107952709434E-8
glads	4.4281738372376586E-5
lumen	2.766504989368204E-7
meshing	2.1337405503105828E-6
verbum	9.123580284086629E-8
mechanistic	6.769107952709434E-8
bulking	1.1681125854045107E-5
muon	1.4126833988263168E-7
advisability	1.7364233443906809E-7
mush	6.769107952709434E-8
technician	2.2426348956367778E-6
muse	6.092197157438491E-7
single-engine	1.294959782257457E-7
lyons	8.59382400952676E-7
sayyid	1.4715452071107466E-7
comprehensiveness	2.3250414272349797E-7
shortcoming	5.003253704176539E-7
fast-track	9.712198366930928E-8
discourses	1.3252736135239384E-5
analyse	9.417889325508778E-8
murk	1.324390686399672E-7
isis	7.357726035553733E-8
legalization	1.0065369216637507E-6
retort	2.3839032355194095E-7
mismanagement	1.1124881765757245E-6
helps	4.1794238354276583E-4
courteney	2.648781372799344E-7
discoursed	1.283187420600571E-6
hormones	3.240342546057864E-6
snagging	4.561790142043314E-7
first-class	4.6206519503277445E-7
cottonwoods	1.383252494684102E-7
mustache	1.4862606591818541E-6
pencils	5.918554822999423E-6
steeples	7.946344118398032E-8
manufacturing	1.7499615602961E-5
creosote	3.6788630177768665E-7
shunning	2.3839032355194095E-7
disinformation	1.9718705775284005E-7
mule	2.6723260961131158E-6
potters	2.572261022029585E-6
retook	1.0006507408353077E-7
retool	8.240653159820181E-8
reinvigoration	1.0006507408353077E-7
starkly	3.737724826061296E-7
pottery	3.001952222505923E-6
mull	4.002602963341231E-7
analyst	1.7673257937400068E-5
sixteenth	3.6494321136346514E-6
manson	2.619350468657129E-7
unrecognized	3.001952222505923E-7
vail	6.680815240282789E-7
plunging	2.310325975163872E-6
inaudible	7.063416994131584E-8
reinvigorating	1.0889434532619525E-7
steepled	1.2066670698308123E-7
locoing	2.648781372799344E-7
vain	2.5634317507869204E-6
trumpeting	1.236097973973027E-6
disregarding	3.2256270939867565E-6
repents	4.149757484052305E-7
defensive	2.317389392158004E-5
microbial	1.0536263682912945E-6
vale	1.5009761112529615E-7
prisoner	5.983302812112296E-6
sidesteps	1.294959782257457E-7
muni	6.298213486433996E-7
hydrating	7.946344118398032E-8
interstellar	1.8394315088884332E-6
mung	2.3839032355194095E-7
assailant	1.0889434532619525E-7
flailing	7.887482310113602E-7
throwback	1.021252373734858E-6
postmaster	1.9130087692439705E-7
squirrelled	7.063416994131584E-8
juwan	2.9136595100792783E-7
pervasive	2.8312529784810764E-6
whipped	3.561139401208007E-6
yolanda	1.3655939521987728E-6
hydration	3.0902449349325676E-7
fought	1.1666410401974E-5
sexiness	6.769107952709434E-8
advisor	2.3368137888918654E-6
bridging	2.5787358209408725E-5
retold	2.9136595100792783E-7
weaning	1.765854248532896E-7
sigourney	4.385204717190025E-7
weighty	2.560488660372699E-7
tip-top	1.0889434532619525E-7
sugarloaf	3.502277592923577E-7
potter	2.5340008466447057E-6
loader	7.063416994131584E-8
potted	1.2096101602450338E-6
undeterred	4.29691200476338E-7
admirable	5.621302691163052E-7
warren	1.1086621590372365E-5
help-wanted	7.946344118398032E-8
loaded	7.551970002892352E-6
warred	1.9798169216467985E-5
homeopathic	3.737724826061296E-7
binders	7.063416994131584E-8
hardwood	2.4427650438038394E-6
demographers	2.4427650438038395E-7
admirably	9.123580284086629E-8
sealable	7.946344118398032E-8
ancillary	2.4427650438038395E-7
iron	1.9659843966999574E-5
graduation	7.616717992005224E-6
belugas	4.385204717190025E-7
conceiving	9.329596613082134E-7
sewell	1.0006507408353077E-7
retract	3.2079685515014277E-7
localities	5.915611732585201E-7
tilts	4.2674811006211655E-6
metabolism	1.6186997278218212E-6
graduating	3.3339328212301074E-5
gland	9.211872996513274E-7
orphans	1.3714801330272158E-6
strolled	9.565043846219853E-7
invested	4.31751363766293E-6
lulls	1.009480012077972E-6
backdrops	1.0889434532619525E-7
musk	3.737724826061296E-7
stroller	3.119675839074783E-7
must	1.471339190781751E-4
sewers	5.680164499447482E-7
iris	1.503919201667183E-6
automating	1.2360979739730272E-7
marshal	6.975124281704939E-7
mute	9.417889325508778E-7
vase	2.333870698477644E-6
sequestration	1.795285152675111E-7
six-story	9.417889325508778E-8
ex-marine	7.357726035553733E-8
sliming	5.209270033172043E-7
mutt	1.9718705775284005E-7
vary	1.807351823373419E-5
rumor	4.6147657694993014E-6
breaching	3.799529724759948E-6
soothe	1.8394315088884332E-6
unlikely	2.373308110028212E-5
shabby	4.208619292336735E-7
hypertrophy	7.063416994131584E-8
walking	8.312758874968608E-5
lakes	5.7949450256021205E-6
pectoralis	8.82927124266448E-8
all-time	5.915611732585201E-6
pipped	5.886180828442986E-9
weight-loss	5.474148170451977E-7
vast	3.079061191358526E-5
perquisites	7.063416994131584E-8
wannstedt	1.0889434532619525E-7
unfriendly	1.677561536106251E-7
shuddering	1.2478703356299132E-6
retrain	1.383252494684102E-7
helper	3.119675839074783E-7
conway	6.44536800714507E-7
waistband	6.916262473420509E-7
helped	4.350181941260789E-5
accompaniment	1.236097973973027E-6
newsprint	2.3250414272349797E-7
pippen	6.680815240282789E-7
sooted	6.474798911287285E-8
torrent	1.8276591472315473E-6
shiites	1.3479354097134438E-6
irma	7.946344118398032E-8
vats	4.708944662754389E-7
goings-on	3.2373994556436426E-7
borscht	9.712198366930928E-8
tinley	1.0889434532619525E-7
undergrowth	2.0013014816706154E-7
deconstruction	6.062766253296276E-7
heisenberg	6.769107952709434E-8
jondalar	2.2367487148083348E-7
respites	1.6275289990644858E-6
tasking	5.923263767662177E-5
fervent	1.5598379195373915E-7
benefitted	6.20992077400735E-7
yourself	6.358841148966958E-5
seconded	2.7191212336992374E-5
arantxa	1.677561536106251E-7
costuming	4.747204838139268E-6
respited	1.5304070153951764E-7
whiffs	2.828309888066855E-6
insecurity	1.515691563324069E-6
befits	4.385204717190025E-7
vegetarians	2.08959419409726E-7
autographs	1.1448621711321608E-6
culture	8.117926289547144E-5
vacuuming	6.99572591460449E-6
contours	2.654667553627787E-6
pilled	3.531708497065792E-7
shehan	7.063416994131584E-8
tilly	1.0006507408353077E-7
backward	7.3018073176835245E-6
complexity	1.2149077229906323E-5
operates	2.2667682370333942E-5
operated	3.984944420855902E-6
isopropyl	1.1478052615463824E-7
donahue	3.4728466887813617E-7
nintendo	4.6795137586121743E-7
clerestory	8.53496220124233E-8
don'ts	1.9424396733861856E-7
automation	5.150408224887613E-7
celebrations	2.369187783448302E-6
untangle	2.619350468657129E-7
hallmark	2.9460335046357146E-6
geographically	8.270084063962396E-7
lilacs	1.2360979739730272E-7
rechargeable	4.4440665254744547E-7
verbal	9.7357430902447E-6
deconstructing	1.8541469609595407E-7
tills	2.5955114363019348E-5
deacon	1.706992440248466E-7
luscious	7.946344118398032E-8
scudding	1.1919516177597048E-6
chandelier	4.973822800034324E-7
rockwell	6.474798911287285E-7
multicellular	7.063416994131584E-8
jacketed	1.5980980949222707E-6
bicycle	4.55296087080065E-6
audra	1.765854248532896E-7
jaundicing	7.652035076975882E-8
unavoidable	2.0013014816706154E-7
oneness	5.680164499447482E-7
apprehends	3.943741155056801E-7
undoing	1.9954153008421723E-6
audre	1.5304070153951764E-7
wants	9.425894531435461E-4
chorale	8.240653159820181E-8
retrace	6.945693377562723E-7
zionists	7.063416994131584E-8
reverting	7.710896885260313E-7
vanessa	1.6157566374075999E-6
high-ability	1.2360979739730272E-7
dissolve	5.709595403589697E-6
gwinnett	2.572261022029585E-6
on-campus	1.677561536106251E-7
raymont	7.063416994131584E-8
convolutions	8.82927124266448E-8
nests	7.304750408097746E-6
interfere	8.82927124266448E-6
certificated	3.884879346772371E-7
raymond	3.7818711822746187E-6
glass	6.664039624921728E-5
unwraps	2.648781372799344E-7
certificates	4.302798185591823E-6
philosophers	2.2808950710216574E-6
snails	3.737724826061296E-7
carloads	1.765854248532896E-7
rites	2.0248462049843874E-6
cuffed	3.2373994556436426E-7
stratified	7.240002418984873E-7
glare	4.6589121257126235E-6
complexion	1.1742930752743759E-6
morphology	4.561790142043314E-7
second-floor	8.122929543251321E-7
weights	7.305044717139169E-5
deprive	1.2331548835588057E-6
withstands	3.4640174175386975E-6
concentric	9.417889325508778E-7
pillar	2.6193504686571288E-6
re-entering	1.4421143029685317E-7
chateau	1.0595125491197376E-7
cozy	2.142569821553247E-6
scrimp	9.417889325508778E-8
stuffs	6.805896582887203E-5
mantan	1.4715452071107466E-7
headsets	7.652035076975882E-8
briefing	2.6682057695332056E-5
tilda	2.3839032355194095E-7
seamless	5.326993649740902E-7
self-attention	9.123580284086629E-8
thrones	2.5457732083015916E-6
seizing	3.6788630177768665E-6
spiking	3.5640824916222283E-6
discovers	2.438056099141085E-5
cankers	1.4421143029685317E-7
manhunt	4.1203265799100903E-7
snakes	6.368847656375311E-6
tiled	3.149106743216998E-7
mounts	8.284799516033503E-6
impress	4.123269670324312E-6
endangered	1.0889434532619526E-5
timothy	6.5719208949565944E-6
disorderly	5.915611732585201E-7
snaked	7.622604172833667E-7
discovery	1.9918835923451066E-5
owners	3.0019522225059232E-5
encasing	9.712198366930928E-8
deserve	1.6475420138811918E-5
pillow	4.991481342519653E-6
marisa	3.6788630177768665E-7
flashed	4.2674811006211655E-6
disappointing	3.234456365229421E-6
comanche	1.706992440248466E-7
flashes	1.4942070033002521E-5
voicing	1.2598192827116523E-4
closed-circuit	4.5912210461855296E-7
wherewithal	8.093498639109106E-7
weighed	3.090244934932568E-6
bombards	1.5304070153951764E-7
throned	2.3839032355194095E-7
afflict	1.6481306319640362E-7
antitrust	3.796586634345726E-6
marist	6.769107952709434E-8
twinkies	7.063416994131584E-8
nothing	2.940059031094845E-4
edition	2.2929617417199652E-5
haggard	3.7082939219190814E-7
inslaw	8.53496220124233E-8
communicating	7.66675052904699E-6
mantel	4.6500828544699594E-7
abdominals	2.0307323858128303E-7
straightened	2.0513340187123807E-6
novaya	7.357726035553733E-8
handicapping	1.3920817659267663E-6
eskimo	3.531708497065792E-7
wrench	1.2596426972867992E-6
minimum-security	8.53496220124233E-8
editing	3.572911762864893E-6
coup	8.620311823254753E-6
eager	2.4524772421707702E-5
cour	1.324390686399672E-7
script	7.663807438632768E-6
metacognitive	3.826017538487941E-7
locales	5.503579074594193E-7
cove	2.7370740852259884E-7
comprise	2.6311228303140147E-6
valved	1.9424396733861856E-7
sunken	9.241303900655489E-7
crucified	6.592522527856145E-7
yankelovich	7.652035076975882E-8
deceived	7.622604172833667E-7
organization	6.02774347736704E-5
tiles	4.8502130026370206E-6
aesthetically	4.826668279323249E-7
touched	1.1795906380199745E-5
crucifies	1.2360979739730272E-7
throngs	9.682767462788712E-7
deceives	6.916262473420509E-7
audio	1.0780540187293329E-5
communication	3.133508364021624E-5
larimer	1.5009761112529615E-7
touches	6.657859135051861E-5
audit	4.2027331115082926E-6
cat-and-mouse	2.0601632899550452E-7
cows	7.98460429378291E-6
scotian	1.1183743574041674E-7
valves	2.536943937058927E-6
savers	1.0300816449775226E-7
beasts	1.3685370426129944E-6
beckoning	4.4440665254744547E-7
audie	7.946344118398032E-8
marilynne	1.0006507408353077E-7
well-received	9.417889325508778E-8
foretasted	2.648781372799344E-8
snatches	2.219090172323006E-6
halted	9.035287571659984E-7
sloshes	7.357726035553733E-8
halter	7.858051405971387E-7
equips	6.474798911287285E-7
nation/science	2.4663097671176113E-6
glutting	1.109545086161503E-6
foretastes	2.6782122769415586E-7
shaded	1.7805697006040035E-6
alignments	1.8247160568173258E-7
combine	1.8082347504976855E-5
sloshed	5.886180828442986E-9
rewound	3.531708497065792E-8
shades	1.285247583890526E-5
tiananmen	1.2566996068725776E-6
stripes	2.625236649485572E-6
front-row	4.767806471038819E-7
exceeded	2.004244572084837E-6
scavengers	8.53496220124233E-8
disarray	6.092197157438491E-7
snatched	2.486911400017162E-6
disordered	8.211222255677966E-7
dissects	4.6500828544699594E-7
interchanges	5.591871787020837E-7
follower	7.298864227269303E-7
exemplifies	1.4303419413116457E-6
mantle	1.904179498001306E-6
followed	3.245640108803463E-5
provolone	1.3538215905418868E-7
sheridan	5.268131841456473E-7
good-natured	9.417889325508778E-8
antiabortion	2.8842286059370634E-7
striped	2.87834242510862E-6
pointless	6.739677048567219E-7
u.s.c.c.a.n	1.383252494684102E-7
combing	2.5869764741006927E-6
abramson	3.3256921680702873E-7
larger	6.131340259947637E-5
guessing	5.822610075495802E-5
it's	2.4309926821469535E-6
snapping	6.5071729058437215E-6
hypothermia	1.0006507408353077E-7
malfunctioned	2.648781372799344E-8
viacc	1.0006507408353077E-7
exemplified	2.7194155427406596E-6
interchanged	5.0032537041765385E-8
equity	1.001239358918152E-5
exorcism	1.0300816449775226E-7
surpluses	6.62195343199836E-7
deserts	1.9321388569364104E-5
stagings	7.063416994131584E-8
decried	3.590570305350222E-7
smithkline	2.8253667976526336E-7
gather	1.9942380646764837E-5
lambs	3.531708497065792E-7
prepped	3.826017538487941E-7
exorcise	1.6186997278218213E-7
dorling	1.5304070153951764E-7
lamba	2.0307323858128303E-7
controlled	2.213792609577407E-5
close-ups	4.149757484052305E-7
coexistence	1.0241954641490796E-6
decries	4.4734974296166695E-7
relative	3.5255280071959264E-5
post-secondary	4.4734974296166695E-7
danforth	2.648781372799344E-7
controller	1.7069924402484661E-6
lamar	3.920196431743029E-6
crucify	1.2360979739730272E-7
multifamily	1.0300816449775226E-7
gibson	2.6458382823851225E-6
loafed	3.2962612639280724E-7
investor	4.994424432933874E-6
conjunction	8.69094599319607E-6
busted	9.182442092371059E-7
strictness	7.652035076975882E-8
testimonials	2.972521318363708E-7
induces	1.7011062594200232E-6
chiselling	2.943090414221493E-7
immensely	1.2478703356299132E-6
induced	2.6693830056988944E-6
indifferent	3.0696433020330173E-6
generator	1.921838040486635E-6
treated	1.9306673117292995E-5
loosed	1.6893338977631372E-6
iran	2.5990431447990006E-5
aretha	1.1478052615463824E-6
iraq	8.268906827796707E-5
salvaging	1.7746835197755605E-6
stuffy	3.943741155056801E-7
iras	3.031383126648138E-7
looser	2.2956105230927648E-7
looses	1.835016873267101E-5
loosen	3.7259524644044103E-6
buster	1.6186997278218213E-7
runner	2.8960009675939494E-6
medium-range	1.0595125491197376E-7
breeches	2.0307323858128303E-7
boisfeuillet	8.53496220124233E-8
marian	1.4185695796547598E-6
redeem	1.115431266989946E-6
broncos	7.357726035553733E-8
mariam	9.417889325508778E-8
mariah	1.080114182019288E-6
bustle	1.1389759903037178E-6
grafting	4.2380501964789504E-7
danced	4.788408103938369E-6
staring	3.796586634345726E-5
miuccia	1.795285152675111E-7
dancer	2.943090414221493E-6
mantra	1.5480655578805055E-6
dances	4.3507705593436335E-5
organizer	2.2161470819087845E-6
organized	2.396558524300562E-5
relive	1.015366192906415E-6
shacks	1.9247811309008565E-6
upheld	2.0248462049843874E-6
organizes	1.0674588932381356E-5
helaine	2.5016268520882693E-7
popularize	1.5892688236796064E-7
fleischer	2.4427650438038395E-7
fundamentalists	1.1301467190610534E-6
headphone	1.383252494684102E-7
gordie	1.677561536106251E-7
racialization	1.0300816449775226E-7
allegations	1.4700736619036359E-5
underage	7.063416994131584E-7
blue-ribbon	2.8547977017948485E-7
imaginings	1.4421143029685317E-7
plots	1.4612443906609715E-5
half-hour	2.333870698477644E-6
good-night	8.53496220124233E-8
relating	1.1616377864932234E-5
dignitaries	4.149757484052305E-7
recording	4.960578893170327E-5
adulterous	1.2066670698308123E-7
mariel	1.6186997278218213E-7
jarrett	4.797237375181034E-7
allocating	6.298213486433996E-7
microfilm	2.7370740852259884E-7
barometer	7.387156939695948E-7
presupposing	3.6200012094924367E-7
assigns	2.548716298715813E-6
generates	1.3694199697372607E-5
reassembling	1.0300816449775226E-7
relation	2.9633977380796216E-5
submachine	5.150408224887613E-7
incapacitated	2.531057756230484E-7
bustos	6.769107952709434E-8
properly	7.896311581356267E-6
henan	9.123580284086629E-8
generated	1.36794842453015E-5
heterocarpus	6.769107952709434E-8
insurgents	3.711237012333303E-6
princes	6.5042298154295E-7
engineering	2.6320057574382814E-5
sailed	2.033675476227052E-6
allocation	4.29691200476338E-6
reverence	2.2956105230927648E-6
popularity	1.2637630238667092E-5
biloxi	7.063416994131584E-8
crucial	2.6031634713789108E-5
deliberations	1.0477401874628515E-6
mounds	2.822423707238412E-6
nabil	1.383252494684102E-7
gillette	1.0300816449775226E-7
jordanian	1.0006507408353077E-6
beaten	1.1990150347538363E-5
relish	1.5480655578805055E-6
eyebrows	5.0444569699756395E-6
whiffed	2.8253667976526336E-7
plops	3.149106743216998E-7
berthoud	9.123580284086629E-8
conducts	2.810651345581526E-5
sailor	1.230211793144584E-6
hopper	2.3250414272349797E-7
okayed	9.800491079357572E-7
dropouts	3.884879346772371E-7
enlightenment	6.62195343199836E-7
typewriter	8.328945872246825E-7
out-of-home	2.8547977017948485E-7
prizes	1.0715792198180456E-5
hopped	1.2802443301863495E-6
empathizing	9.712198366930928E-8
cpue	2.4133341396616246E-7
prized	1.1978377985881478E-6
king-sized	1.4126833988263168E-7
memberships	6.062766253296276E-7
dedicating	1.009480012077972E-6
fifty-six	2.531057756230484E-7
buttermilk	8.888133050948909E-7
assented	4.41463562133224E-8
interest-group	7.652035076975882E-8
anemones	8.53496220124233E-8
techno	1.4421143029685317E-7
inconsequential	7.946344118398032E-8
catalogued	3.178537647359213E-7
tinker	8.181791351535751E-7
chronology	1.109545086161503E-6
pejorative	2.560488660372699E-7
hence	9.270734804797703E-6
catalogues	2.9107164196650567E-6
entertained	1.0595125491197375E-6
dedication	5.1533513153018344E-6
anti-poverty	1.0595125491197376E-7
gannon	1.4421143029685317E-7
cd-rom	1.5539517387089485E-6
coming-of-age	3.3256921680702873E-7
shearson	3.826017538487941E-7
deciphering	7.269433323127088E-7
entertainer	5.680164499447482E-7
mwai	8.82927124266448E-8
shocked	6.70141687318234E-6
implicating	3.531708497065792E-7
kantor	7.946344118398032E-8
witnesses	2.935438379144517E-5
splurge	6.062766253296276E-7
danielle	8.270084063962396E-7
torricelli	1.5892688236796064E-7
upswung	2.648781372799344E-8
helicoptering	7.0045551858471534E-6
marina	1.8659193226164267E-6
stilted	9.123580284086629E-8
implication	5.886180828442986E-6
eagle	2.4927975808456046E-6
birthmark	1.294959782257457E-7
sendero	1.765854248532896E-7
tinkle	2.2956105230927648E-7
kweisi	6.533660719571715E-7
property	5.5253579436594315E-5
vials	7.151709706558229E-7
witnessed	5.02679842749031E-6
in-school	7.946344118398032E-8
harming	1.66372901115941E-5
revolving	2.3250414272349794E-6
gruyere	1.0300816449775226E-7
miffed	4.885530087607679E-7
swivelling	8.328945872246825E-7
culling	1.5304070153951764E-7
leibovitz	7.357726035553733E-8
marion	3.0608140307903527E-6
pretty	1.5201944916578278E-4
laborers	2.119025098239475E-6
monique	1.3538215905418868E-7
lockers	3.2668303597858575E-7
marine	1.3941419292167214E-5
two-minute	1.6186997278218213E-7
befalls	2.766504989368204E-7
sputters	1.0006507408353077E-7
locally	4.776635742281484E-6
thumping	9.064718475802199E-7
marino	6.003904445011846E-7
rules	8.593235391443915E-5
ruler	2.3279845176492012E-6
manual	9.712198366930928E-6
ruled	9.927043967169096E-6
redevelops	1.5009761112529615E-7
readjustment	1.1772361656885973E-7
malleable	1.0300816449775226E-7
warehouse	4.2910258239349374E-6
wrongly	8.181791351535751E-7
initials	2.7267732687762134E-5
aetiology	9.417889325508778E-8
astonishes	9.123580284086629E-8
systematic	6.006847535426068E-6
wanned	1.4097403084120952E-6
sojourns	6.769107952709434E-8
recapturing	8.888133050948909E-7
self-respect	2.8547977017948485E-7
reservoirs	1.289073601429014E-6
calming	1.117491430279901E-5
pascal	1.0595125491197376E-7
astonished	3.319805987241844E-6
vigilant	1.2655288781152422E-6
morrissey	7.652035076975882E-8
jarring	5.833205200987E-6
annoying	1.8217729664031043E-6
damning	1.8376656546399002E-5
scribbling	5.856749924300771E-7
mortars	4.5029283337588844E-7
sander	4.4440665254744547E-7
eureka	2.7959358935104187E-7
sacrificial	3.413984880496932E-7
scandal	9.32371043225369E-6
rival	5.015026065833425E-6
pastors	1.7923420622608894E-6
mpeg-2	6.769107952709434E-8
sissela	8.82927124266448E-8
sanded	1.4421143029685317E-6
student-athletes	1.706992440248466E-7
historiography	4.4734974296166695E-7
multi-million	3.8554484426301563E-7
paraphrasing	4.4440665254744547E-7
heiress	1.7364233443906809E-7
christina	2.5810902932722495E-6
slaves	1.3655939521987729E-5
breading	2.3683048563240357E-5
larded	1.324390686399672E-7
boutros-ghali	2.177886906523905E-7
whoopee	7.652035076975882E-8
coauthor	2.2043747202518985E-6
whooped	1.5304070153951764E-7
school-age	1.086000362847731E-6
slaved	8.82927124266448E-7
red-wine	1.4715452071107466E-7
circuits	8.240653159820181E-6
carpentry	1.3538215905418868E-7
Transgender	1.0595125491197376E-7
contaminating	3.119675839074783E-7
increments	5.974473540869631E-7
battlegrounds	7.652035076975882E-8
highest-ranking	7.357726035553733E-8
contractions	7.828620501829172E-7
abortive	1.6186997278218213E-7
fateful	9.800491079357572E-7
manuel	1.7099355306626875E-6
switchbacks	9.712198366930928E-8
iucn	1.265528878115242E-7
rebut	1.4126833988263168E-7
monitor	1.634003797975773E-5
lyman	2.14845600238169E-7
alobar	6.769107952709434E-8
tentacles	4.29691200476338E-7
devalue	2.943090414221493E-7
craftsmanship	6.798538856851649E-7
congressman	1.4300476322702235E-5
aesthetics	2.1337405503105828E-6
spiritually	4.0614647716256606E-7
disparate	1.3714801330272158E-6
scuse	2.531057756230484E-7
sheikh	6.20992077400735E-7
rhesus	2.531057756230484E-7
idris	7.946344118398032E-8
biceps	8.623254913668975E-7
neuromuscular	7.357726035553733E-8
sandia	4.35577381304781E-7
wronged	9.656279649060719E-6
reappearance	2.8842286059370634E-7
csap	1.765854248532896E-7
loitering	1.8835778651017556E-7
luxuriates	1.383252494684102E-7
precast	1.706992440248466E-7
sheila	2.8871716963512848E-6
eastward	8.71154762609562E-7
never	7.470829000172265E-4
unnerving	1.4126833988263168E-7
slavic	2.4721959479460544E-7
contamination	4.623595040741966E-6
luxuriated	1.0595125491197376E-7
shirtsleeves	1.1772361656885973E-7
calcium	5.141578953644949E-6
motionless	1.7805697006040035E-6
govern	4.1203265799100904E-6
manure	1.7805697006040035E-6
belichick	2.648781372799344E-7
bludgeoned	2.4427650438038395E-7
hydrostatic	7.946344118398032E-8
authenticity	2.8253667976526336E-6
lance	4.523529966658435E-6
doctors	8.181791351535751E-5
bugled	1.765854248532896E-8
aniston	2.5016268520882693E-7
bugles	2.0601632899550452E-7
heterosexuality	7.652035076975882E-8
deeded	7.063416994131584E-8
gatorade	1.1478052615463824E-7
haunches	1.9718705775284005E-7
lands	1.2566407450642931E-4
anemic	8.82927124266448E-8
personification	7.799189597686957E-7
anemia	5.238700937314258E-7
group-based	6.769107952709434E-8
lando	4.6206519503277445E-7
smoke-free	1.5304070153951764E-7
unless	7.468091926087038E-5
disheartening	2.0601632899550452E-7
dunning	1.1183743574041674E-7
hierarchy	5.718424674832361E-6
kirstie	3.119675839074783E-7
nevin	1.324390686399672E-7
cellblock	7.063416994131584E-8
scums	3.0902449349325676E-7
cleansed	3.590570305350222E-7
Honk	6.769107952709434E-8
knesset	2.3839032355194095E-7
pretax	6.680815240282789E-7
appearances	6.3982785605175265E-6
dreaded	3.355123072212502E-7
exhume	1.0300816449775226E-7
cleanses	6.474798911287285E-7
cleanser	7.652035076975882E-8
exhibitor	2.3839032355194095E-7
marital	6.610181070341474E-6
montefiore	1.5892688236796064E-7
discorded	4.708944662754389E-8
ecosystem	4.976765890448545E-6
tadao	7.946344118398032E-8
helmet	4.941448805477887E-6
